,Altitude,Distance,Narrative,Report,Summary
499,10000,20,I HAD TAKEN A POINTOUT FROM THE W DEP CTLR ON AN F2000 OFF AT BAF ARPT CLBING OUT OVER ORW VOR. LATER THE ORW CTLR POINTED OUT AN LR35 FOR DSCNT OUT OF 11000 FT. I RECALL SEEING AN OBSCURED TAG ON THE F2000 AND ASSUMED HE HAD TO BE OUT OF 10000 FT 30-35 MI OUT OF THE DEP ARPT. I APPROVED THE POINTOUT; THE LEAR DSNDED INTO THE F2000; REQUIRING ACTION BY THE CTLR AND AN RA RESPONSE BY THE F2000.,A y90 apch ctlr incorrectli approv A pointout dscnt W dep ctlr ref hi tfc AN obscur tag . I taken A pointout W dep ctlr ON AN f2000 off AT baf arpt clbing out over orw vor . later orw ctlr point out AN lr35 dscnt out OF 11000 FT . I recal see AN obscur tag ON f2000 assum HE TO BE out OF 10000 FT 30-35 MI out OF dep arpt . I approv pointout ; lear dsnded into f2000 ; requir action BY ctlr AN RA respons BY f2000 . ,A Y90 APCH CTLR INCORRECTLY APPROVES A POINTOUT FOR DSCNT FROM THE W DEP CTLR REF HIS TFC WITH AN OBSCURED TAG.
500,11000,5,I WAS WORKING A VISUALLY BUSY SESSION AND I CLBED THE EMBRAER. WHEN I REALIZED HE WAS IN CONFLICT WITH THE CARAVAN; I DSNDED THE EMBRAER.,zbw ctlr experienc operror AT 11000 FT clbing level acft . I wa work A visual busi session I clbed embraer . when I realiz HE wa IN conflict caravan ; I dsnded embraer . ,ZBW CTLR EXPERIENCED OPERROR AT 11000 FT WITH CLBING AND LEVEL ACFT.
501,8000,20,WAS WORKING A BUSY SESSION. AT BEST; 10 ACFT ON FREQ. DSNDED THE B737 THROUGH THE ALT OF THE C310. B737 DID NOT DSND AS QUICKLY AS NORMAL. ALSO; TRACON WAS SHORT STAFFED AND SUPVR WAS WORKING A POS AND WASN'T ABLE TO OFFER ASSISTANCE IN HIS ROLE AS SUPVR. I DID NOT SEE THE SIT UNTIL IT WAS TOO LATE TO DO ANYTHING. ACFT NEVER WOULD HAVE HIT EACH OTHER; HOWEVER.,y90 ctlr experienc operror AT 8000 FT dsnding cruis acft . wa work A busi session . AT best ; 10 acft ON freq . dsnded b737 through alt OF c310 . b737 did not dsnd AS quickli AS normal . also ; tracon wa short staf supvr wa work A po wa n't abl TO offer assist IN hi role AS supvr . I did not see sit until IT wa too late TO DO anyth . acft never would have hit each other ; howev . ,Y90 CTLR EXPERIENCED OPERROR AT 8000 FT WITH DSNDING AND CRUISE ACFT.
502,10000,15,ACFT ON CONVERGING COURSE; NOTICED TOO LATE. TURNED BOTH ACFT AND DSNDED ONE. I BELIEVE INATTN WAS THE CAUSE; TIRED AFTER SESSION OF BUSY TFC. NEED MORE CTLRS -- WE ARE GETTING OLD. HIRE MANY YOUNG CTLRS.,y90 ctlr experienc operror dure converg cours incid . acft ON converg cours ; notic too late . turn both acft dsnded one . I believ inattn wa caus ; tire after session OF busi tfc . need more ctlr -- WE are get old . hire mani young ctlr . ,Y90 CTLR EXPERIENCED OPERROR DURING CONVERGING COURSE INCIDENT.
503,14000,15,THE BOSOX RADAR POS (POS 47 R) WAS BEING OPERATED BY A NEWLY CERTIFIED ENRTE CTLR QUALIFIED AT 2 OF 6 RADAR POS WITHIN THEIR ZBW AREA OF SPECIALTY. THE CTLR IS NEW TO THE AGENCY WITHOUT ANY PREVIOUS ATC EXPERIENCE. I WAS AT THE BOSOX SECTOR POS 47 RA; THE RADAR ASSOCIATE POS. THE RADAR CTLR APPEARED TO BE ATTENTIVE TO TFC; HOWEVER; THEIR OPERATIONAL APPLICATION HAD INCLUDED A NUMBER OF MODIFIED AND RESCINDED CLRNCS NECESSARY TO ENSURE STANDARD SEPARATION BTWN TFC WITHIN THEIR AREA OF JURISDICTION; THESE MODIFIED CLRNCS INDICATED A LACK OF TFC AWARENESS AND PREPLANNING. THE 2 ACFT PROMPTING THIS RPT WERE BOSTON DEPS BEING HANDLED NORMALLY BY BOSTON DEP CTL (NOW BCT; BOSTON CONSOLIDATED TRACON). AT THE TIME OF THE EVENT MY ATTN AS AN ASSOCIATE CTLR HAD BEEN ON AN A320 ENRTE TO JFK VIA AN AMENDED ROUTING THAT PLACED THE ACFT IN OPPOSITE DIRECTION TFC SITS WITH VARIOUS SECTOR TFC FLOWS; AS WELL AS; REQUIRING OBSERVATION AND COORD WITH THE SECTOR ABOVE BOSOX FOR SEQUENCING WITH OTHER JFK TFC. PLANNING THE A320 SEQUENCING REQUIRED THAT I MOMENTARILY STAND AND OBSERVE POS R46 (BOSTON); A SECTOR TO OUR R; AND PHYSICALLY LOOK AT THEIR TFC; SINCE ASKING THE 47 RADAR CTLR TO QUICK LOOK POS 46 WOULD HAVE BEEN TOO DISTRACTING AT THAT MOMENT; AND SECTOR 46 WAS TOO BUSY TO DISCUSS OR VIEW THE A320'S PRESENT POS AND PROJECTED COURSE. SECTOR 47 RECEIVED A VOICE CALL FROM BOSTON DEP ASKING 'ARE YOU ALRIGHT WITH THOSE TWO?' (OR WORDS TO THAT EFFECT); MY ATTN WAS THEN REDIRECTED TO THE TFC W OF BOSTON AT POS R47. THE 2 ACFT PROMPTING THIS RPT; AN ACR Y AND ACR Z WERE W OF BOSTON IN RELATIVE CLOSE VERT PROX WITH APPROX 5 NM SEPARATION WITH WHAT APPEARED TO BE AN OVERTAKING SIT FROM BEHIND (THE SECTION IN WHICH THE 2 ACFT WERE LOCATED IS SINGLE-SITE ADAPTED; THEREFORE; 3 NM SEPARATION IS THE MINIMUM WHEN ACFT ARE WAKE-TURB COMPATIBLE). I DIRECTED THE RADAR CTLR'S ATTN TO THE SIT; THE RADAR CTLR THEN ISSUED INSTRUCTIONS THAT WERE VAGUE; CONFUSING AND INEFFECTIVE; THE PLT OF ACR Z ACFT QUESTIONED THE CLRNC AND APPEARED TO QUESTION THE PROX OF THE TFC ADVISED BY THE RADAR CTLR TO WHICH IT BECAME NECESSARY FOR ME TO INTERVENE AND INSTRUCT THE RADAR CTLR TO TELL ACR Y TO 'STOP CLB.' THE OEDP APPARENTLY DETECTED LESS THAN 5 NM BTWN THE SUBJECT ACFT; THOUGH MY OBSERVATIONS ARE THAT AT NO TIME DID SEPARATION DIMINISH TO LESS THAN 3 NM. REGRETTABLY; THE OBSERVED PERFORMANCE OF RECENTLY CERTIFIED PERSONNEL IS ALL TOO SIMILAR TO THIS EVENT. ON VARIOUS OCCASIONS THIS NEWLY CERTIFIED CTLR HAS REQUIRED THE OVERSIGHT AND INTERVENTION OF OTHER CTLRS TO ENSURE STANDARD SEPARATION WAS MAINTAINED; IN ADDITION; CRITICAL ELEMENTS SUCH AS ROUTINE HOLDING AND METERING HAVE BECOME TOO COMPLEX FOR THE CTLR TO HANDLE RESULTING IN DISORGANIZED AND DANGEROUS TFC SITS. ANOTHER NEWLY CERTIFIED CTLR IN THE SAME AREA OF SPECIALTY HAS HAD ONE OPERROR AS A RESULT OF CTLR ERROR; AND HAS ALSO REQUIRED THE INTERVENTION OF OTHER PERSONNEL TO MAINTAIN ORDER AND SEPARATION DURING ROUTINE TFC SITS. TRAINING PROGRAMS ARE BECOMING LESS EFFECTIVE WHEN TIME-FRAMES FOR FAMILIARIZATION AND INSTRUCTION ARE SHORTENED; AS-WELL-AS; ENRTE FACILITY STAFFING LEVELS ARE DROPPING AS PERSONNEL RETIRE; THIS APPEARS TO BE PRESSURING CERTIFYING PERSONNEL TO RESTAFF THE FACILITIES ON AN ACCELERATED TIME SCHEDULE AT THE COST OF EFFECTIVE TRAINING AND FULLY CERTIFIED CTLRS.,zbw ctlr express concern regard train ; experi compet OF fellow ctlr recount exampl . bosox radar po ( po 47 R ) wa be oper BY A newli certifi enrt ctlr qualifi AT 2 OF 6 radar po within their zbw area OF specialti . ctlr IS new TO agenc without ani previou atc experi . I wa AT bosox sector po 47 RA ; radar associ po . radar ctlr appear TO BE attent TO tfc ; howev ; their oper applic includ A number OF modifi rescind clrnc necessari TO ensur standard separ btwn tfc within their area OF jurisdict ; these modifi clrnc indic A lack OF tfc awar preplan . 2 acft prompt thi rpt boston dep be handl normal BY boston dep ctl ( now bct ; boston consolid tracon ) . AT time OF event MY attn AS AN associ ctlr been ON AN a320 enrt TO jfk via AN amend rout that place acft IN opposit direct tfc sit variou sector tfc flow ; AS well AS ; requir observ coord sector abov bosox sequenc other jfk tfc . plan a320 sequenc requir that I momentarili stand observ po r46 ( boston ) ; A sector TO R ; physic look AT their tfc ; sinc ask 47 radar ctlr TO quick look po 46 would have been too distract AT that moment ; sector 46 wa too busi TO discuss OR view a320 'S present po project cours . sector 47 receiv A voic call boston dep ask 'are you alright those two ? ' ( OR word TO that effect ) ; MY attn wa then redirect TO tfc W OF boston AT po r47 . 2 acft prompt thi rpt ; AN acr Y acr Z W OF boston IN rel close vert prox approx 5 NM separ what appear TO BE AN overtak sit behind ( section IN which 2 acft locat IS single-sit adapt ; therefor ; 3 NM separ IS minimum when acft are wake-turb compat ) . I direct radar ctlr 'S attn TO sit ; radar ctlr then issu instruct that vagu ; confus ineffect ; plt OF acr Z acft question clrnc appear TO question prox OF tfc advis BY radar ctlr TO which IT becam necessari ME TO interven instruct radar ctlr TO tell acr Y TO 'stop clb . ' oedp appar detect 5 NM btwn subject acft ; though MY observ are that AT NO time did separ diminish TO 3 NM . regrett ; observ perform OF recent certifi personnel IS all too similar TO thi event . ON variou occas thi newli certifi ctlr ha requir oversight intervent OF other ctlr TO ensur standard separ wa maintain ; IN addit ; critic element such AS routin hold meter have becom too complex ctlr TO handl result IN disorgan danger tfc sit . anoth newli certifi ctlr IN same area OF specialti ha one operror AS A result OF ctlr error ; ha also requir intervent OF other personnel TO maintain order separ dure routin tfc sit . train program are becom effect when time-fram familiar instruct are shorten ; as-well-a ; enrt facil staf level are drop AS personnel retir ; thi appear TO BE pressur certifi personnel TO restaff facil ON AN acceler time schedul AT cost OF effect train fulli certifi ctlr . ,ZBW CTLR EXPRESSED CONCERN REGARDING TRAINING; EXPERIENCE AND COMPETENCE OF FELLOW CTLRS AND RECOUNTS EXAMPLE.
504,9500,15,ACR X DEPARTED BOS RWY 4L. FO WAS THE PF AND I WAS THE NPF. WE WERE SUCCESSIVELY GIVEN CLBS OF 4000 FT; 5000 FT ON BOS DEP FREQ 133.0. WE THEN WERE SWITCHED TO FREQ 118.25 AND WERE GIVEN CLBS OF 7000 FT AND 14000 FT (OUR FILED CRUISE ALT WAS 15000 FT). FROM ABOUT 5000 FT; WE WERE IN MODERATE TURB; SO WE WERE CLBING AT 160 KIAS AND GETTING ABOUT 2000+ FPM. CLBING THROUGH ABOUT 9500 FT; THE FOLLOWING OCCURRED: APCH CTLR (NORMAL VOICE): 'ACR X; DSND AND MAINTAIN 8000 FT.' I THOUGHT I MIGHT HAVE HEARD THE CTLR INCORRECTLY; SINCE THE CALL DID NOT SEEM TO MAKE SENSE AND IT WAS SAID IN A NORMAL TONE OF VOICE. NO MENTION OF 'TFC' OR 'TFC ALERT' ON THE CTLR'S PART. CAPT SAID: 'WAS THAT FOR ACR X?' APCH CTLR (PANICKED URGENT VOICE): 'ACR X; DSND TO 8000 FT ! DSND NOW! DSND NOW!' I IMMEDIATELY GRABBED THE YOKE; PITCHED DOWN 20 DEGS; PULLED THE PWR TO IDLE AND SAID 'MY CTLS;' TAKING THE ACFT FROM FO (HE HAD STARTED THE DSCNT MANEUVER; BUT NOT AS RADICALLY AS I THOUGHT WAS APPROPRIATE). THOUGH THE CTLR HAD NOT ONCE SAID THE WORD 'TFC;' I GLANCED AT THE TCASII IMMEDIATELY AFTER I HAD ESTABLISHED THE DIVE AND THERE WAS A TARGET OVERLAPPING WITH OUR ACFT AT THE SAME ALT (00 INDICATED AS ALT DIFFERENCE). WE WERE IN A 4000+ FPM DSCNT AND I WAS PRAYING WE WOULDN'T COLLIDE WITH THE OTHER ACFT; WHO I DETERMINED ABOUT 10 SECONDS LATER (WHEN THE TCASII WAS SHOWING ABOUT 1000 FT OF VERT SEPARATION) WAS LEVEL AT 10000 FT ON AN IFR FLT PLAN. WE WERE IMC IN HVY RAIN AND MODERATE TURB; AND WE NEVER SAW THE OTHER ACFT. I WOULD ESTIMATE THERE WAS NO VERT SEPARATION AND HORIZ SEPARATION OF LESS THAN 1/4 MI. ACR X DOES NOT HAVE TCASII; AND THE TCASI NEVER SAID 'TFC; TFC' OR ANYTHING ELSE. THE UNIT TESTED OK DURING FIRST FLT CHKS AND SUBSEQUENT TESTS AFTER THE EVENT. DURING THE TIME THAT WE INITIATED OUR DSCNT UNTIL WE WERE LEVEL AT 8000 FT; THE FREQ WAS ABSOLUTELY SILENT. THE NEXT RADIO CALL WAS FROM A DIFFERENT APCH CTLR WHO HAD IMMEDIATELY STEPPED IN TO RELIEVE THE CTLR WHO HAD GIVEN US THE CLB TO 7000 FT AND 14000 FT AND ORDERED US TO DSND. THE NEW CTLR SUBSEQUENTLY CLBED US TO 14000 FT AND HANDED US OFF TO ZBW ON FREQ 128.2. WE WERE NOT WITH CTR FOR 5 MINS WHEN THE FOLLOWING CONVERSATION OCCURRED: BOSTON CTR: 'ACR Y; BOSTON TRACON WOULD LIKE TO TALK TO YOU WHEN YOU GET ON THE GND.' ME: 'I WOULD BE INTERESTED IN TALKING TO THEM; TOO; DO YOU HAVE A PHONE NUMBER?' THIS NEAR COLLISION COULD HAVE BEEN AVOIDED BY REQUIRING ALL PART 121 CARRIERS TO HAVE TCASII. IN ALL LIKELIHOOD; I WOULD HAVE GOTTEN A 'MONITOR VERT SPD' OR A 'DSND; DSND' COMMAND SHORTLY AFTER PASSING 8000 FT. BECAUSE THE ACFT ONLY HAD TCASI; THERE WAS NO COMMAND GIVEN. ADDITIONALLY; THE INSTALLED TCAS UNIT FAILED TO EVEN CALL 'TFC; 'TFC' EVEN THOUGHT IT PASSED THE SELF-TEST BEFORE AND AFTER THE INCIDENT. PRECISELY WHY IT FAILED TO ISSUE AN ALERT IS NOT KNOWN.,b190 flt crew a90 experienc conflict AT 10000 FT due TO operror . acr X depart bo rwi 4L . FO wa PF I wa npf . WE success given clb OF 4000 FT ; 5000 FT ON bo dep freq 133.0 . WE then switch TO freq 118.25 given clb OF 7000 FT 14000 FT ( file cruis alt wa 15000 FT ) . about 5000 FT ; WE IN moder turb ; SO WE clbing AT 160 kia get about 2000+ fpm . clbing through about 9500 FT ; occur : apch ctlr ( normal voic ) : 'acr X ; dsnd maintain 8000 ft. ' I thought I might have heard ctlr incorrectli ; sinc call did not seem TO make sens IT wa said IN A normal tone OF voic . NO mention OF 'tfc ' OR 'tfc alert ' ON ctlr 'S part . capt said : 'wa that acr X ? ' apch ctlr ( panick urgent voic ) : 'acr X ; dsnd TO 8000 FT ! dsnd now ! dsnd now ! ' I immedi grab yoke ; pitch down 20 deg ; pull pwr TO idl said 'mi ctl ; ' take acft FO ( HE start dscnt maneuv ; but not AS radic AS I thought wa appropri ) . though ctlr not onc said word 'tfc ; ' I glanc AT tcasii immedi after I establish dive there wa A target overlap acft AT same alt ( 00 indic AS alt differ ) . WE IN A 4000+ fpm dscnt I wa pray WE would n't collid other acft ; who I determin about 10 second later ( when tcasii wa show about 1000 FT OF vert separ ) wa level AT 10000 FT ON AN ifr flt plan . WE imc IN hvi rain moder turb ; WE never saw other acft . I would estim there wa NO vert separ horiz separ OF 1/4 MI . acr X doe not have tcasii ; tcasi never said 'tfc ; tfc ' OR anyth els . unit test OK dure first flt chk subsequ test after event . dure time that WE initi dscnt until WE level AT 8000 FT ; freq wa absolut silent . next radio call wa A differ apch ctlr who immedi step IN TO reliev ctlr who given US clb TO 7000 FT 14000 FT order US TO dsnd . new ctlr subsequ clbed US TO 14000 FT hand US off TO zbw ON freq 128.2 . WE not ctr 5 min when convers occur : boston ctr : 'acr Y ; boston tracon would like TO talk TO you when you get ON gnd . ' ME : 'I would BE interest IN talk TO them ; too ; DO you have A phone number ? ' thi near collis could have been avoid BY requir all part 121 carrier TO have tcasii . IN all likelihood ; I would have gotten A 'monitor vert spd ' OR A 'dsnd ; dsnd ' command shortli after pass 8000 ft. becaus acft onli tcasi ; there wa NO command given . addit ; instal tca unit fail TO even call 'tfc ; 'tfc ' even thought IT pass self-test befor after incid . precis whi IT fail TO issu AN alert IS not known . ,B190 FLT CREW WITH A90 EXPERIENCED CONFLICT AT 10000 FT DUE TO OPERROR.
505,1200,2.5,DURING ARR AT MVY; TWR INSTRUCTED ME TO FOLLOW A CHEROKEE AT MY 9 O'CLOCK POS. WITH A GND SPD OF 230 KTS. I REQUESTED L BASE ENTRY (ARRIVING FROM THE N). TWR DENIED THE REQUEST AND INSTRUCTED ME TO RPT MIDFIELD DOWNWIND TO RWY 6. FROM THE CURRENT POS IT REQUIRED ME TO TURN L; GO AROUND THE CHEROKEE. AS I COMMENCED THE TURN TO RE-ENTER THE DOWNWIND; MY ACFT AND ANOTHER COMPANY ACFT THAT DEPARTED RWY 6 AND TURNED NBOUND ON COURSE WERE IN A COMPROMISING POS THAT REQUIRED BOTH PLTS TO MAKE EVASIVE MANEUVERS TO AVOID COLLISION. SUPPLEMENTAL INFO FROM ACN 631468: DURING ROLLOUT; TWR ADVISES OF TFC ENTERING FROM DIFFERENT AREAS. IN GENERAL; NO ALTS OR CLOCK POS. FLEW RWY HDG TO 700 FT; INITIATED L-HAND TURN TO 340 DEGS. THROUGH 1000 FT I TURNED OFF LIGHTS AND PUMPS AND ACCELERATED TO 130 KTS PER COMPANY PROFILE. THROUGH 1300 FT MSL; I NOTICE COMPANY AT 12 O'CLOCK POS ON A COLLISION COURSE. COMPANY TFC MADE CONSTANT ALT L BANK. SO I MADE HARD L BANK WITH DSCNT TO PUT SOME DISTANCE IN ALT. I CALLED TWR UPON ARR N BOSTON. CTLR SAID 'WE TOLD THE COMPANY TFC TO ENTER MIDFIELD L DOWNWIND FOR RWY 6. HE ASKED FOR L BASE. TWR SAID TO 'FOLLOW CHEROKEE ON DOWNWIND; OUR RADAR SHOWS HIM ON DOWNWIND.' HE WAS A LOT MORE TO THE NE THAN WE THOUGHT. NO TA'S REGARDING ALT OR CLOCK POS WERE GIVEN ONCE AIRBORNE.,a402 enter tfc pattern AT mvi AT 1200 FT experienc nmac c402 depart pattern . dure arr AT mvi ; twr instruct ME TO A cheroke AT MY 9 o'clock po . A gnd spd OF 230 kt . I request L base entri ( arriv N ) . twr deni request instruct ME TO rpt midfield downwind TO rwi 6 . current po IT requir ME TO turn L ; GO around cheroke . AS I commenc turn TO re-ent downwind ; MY acft anoth compani acft that depart rwi 6 turn nbound ON cours IN A compromis po that requir both plt TO make evas maneuv TO avoid collis . supplement info acn 631468 : dure rollout ; twr advis OF tfc enter differ area . IN gener ; NO alt OR clock po . flew rwi hdg TO 700 FT ; initi l-hand turn TO 340 deg . through 1000 FT I turn off light pump acceler TO 130 kt per compani profil . through 1300 FT msl ; I notic compani AT 12 o'clock po ON A collis cours . compani tfc made constant alt L bank . SO I made hard L bank dscnt TO put some distanc IN alt . I call twr upon arr N boston . ctlr said 'we told compani tfc TO enter midfield L downwind rwi 6 . HE ask L base . twr said TO 'follow cheroke ON downwind ; radar show him ON downwind . ' HE wa A lot more TO NE WE thought . NO TA 'S regard alt OR clock po given onc airborn . ,A402 ENTERING TFC PATTERN AT MVY AT 1200 FT EXPERIENCED NMAC WITH C402 DEPARTING PATTERN.
506,7000,8,C130 WAS ENRTE AT 8000 FT LEVEL. C425 WAS DEP CLBING TO 9000 FT. A HDOF TO ME WAS ACCEPTED ON THE C130. C425 WAS CLBING VERY SLOWLY. I NOTICED THE C425 AT 7000 FT AT THE TIME THE CONFLICT ALERT WENT OFF. THE ACFT INVOLVED WERE OPPOSITE DIRECTION; PASSING OFF EACH OTHERS R SIDE. I ISSUED A CTL INSTRUCTION TO THE C425 TO STOP CLB IMMEDIATELY AND MAINTAIN 7000 FT. PLT DID NOT RESPOND. ON CALLING THE PLT A 3RD TIME HE RESPONDED. POINTED OUT THE TFC TO THE C130 AND HE ADVISED THE TFC IN SIGHT. WHAT CAUSED THE PROB. A COORDINATOR POS SHOULD HAVE BEEN STAFFED. SHORT STAFFING HAS BEEN AN ISSUE. THERE WERE 6 DISTRS INVOLVED IN THIS TIME FRAME THAT TOOK MY ATTN AWAY FROM MONITORING TFC. THESE INCLUDED LANDLINE QUESTIONS; A MISTAG BY ANOTHER FACILITY; A FLT OF 2 CONFLICTING WITH EACH OTHER; PLT MISSING CORRECT SQUAWK AND PLT MISSING; QUESTIONING ASSIGNED ALT. ADDITIONALLY I WAS TIRED; WORKING ON MY DAY OFF SO ANOTHER CTLR COULD GET LEAVE; VERY BUSY DAY; 3RD TIME ON THIS PARTICULAR POS WHICH WAS BUSY ALL DAY. WHAT COULD BE DONE TO PREVENT: STAFF THE COORDINATOR POS. THEY WOULD ANSWER ALL LANDLINE CALLS AND ASSIST WITH ROUTINGS AND OTHER MISCELLANEOUS TASKS. ALSO; THEY ARE AN EXTRA SET OF EYES. THIS IS A PROB BECAUSE MGMNT IS TRYING TO CUT COSTS BY NOT REPLACING PERSONNEL WHEN THEY ARE OUT SICK; THAT IS THEY WON'T CALL IN OVERTIME.,y90 ctlr experienc operror enrt clbing acft AT approx 8000 FT . c130 wa enrt AT 8000 FT level . c425 wa dep clbing TO 9000 ft. A hdof TO ME wa accept ON c130 . c425 wa clbing veri slowli . I notic c425 AT 7000 FT AT time conflict alert went off . acft involv opposit direct ; pass off each other R side . I issu A ctl instruct TO c425 TO stop clb immedi maintain 7000 ft. plt did not respond . ON call plt A 3rd time HE respond . point out tfc TO c130 HE advis tfc IN sight . what caus prob . A coordin po should have been staf . short staf ha been AN issu . there 6 distr involv IN thi time frame that took MY attn away monitor tfc . these includ landlin question ; A mistag BY anoth facil ; A flt OF 2 conflict each other ; plt miss correct squawk plt miss ; question assign alt . addit I wa tire ; work ON MY day off SO anoth ctlr could get leav ; veri busi day ; 3rd time ON thi particular po which wa busi all day . what could BE done TO prevent : staff coordin po . they would answer all landlin call assist rout other miscellan task . also ; they are AN extra set OF eye . thi IS A prob becaus mgmnt IS tri TO cut cost BY not replac personnel when they are out sick ; that IS they WO n't call IN overtim . ,Y90 CTLR EXPERIENCED OPERROR WITH ENRTE AND CLBING ACFT AT APPROX 8000 FT.
507,3000,10,DURING THE HDOF FROM APCH TO LCL; MY FLT HAD AN RA ON UNKNOWN TFC 12 O'CLOCK POS LOW AND CONVERGING. THE PF (SIC) FOLLOWED THE RA AND I ADVISED APCH OF THE 'RA CLB.' I BELIEVE THAT MY XMISSION WAS BLOCKED. UPON COMPLETION OF THE RA MANEUVER; I SWITCHED OVER TO LCL. THE OTHER TFC WAS NEVER IN SIGHT.,A learjet 60 execut AN 'ra clb ' maneuv ON final apch NO tfc IN sight . dure hdof apch TO lcl ; MY flt AN RA ON unknown tfc 12 o'clock po low converg . PF ( sic ) RA I advis apch OF 'ra clb . ' I believ that MY xmission wa block . upon complet OF RA maneuv ; I switch over TO lcl . other tfc wa never IN sight . ,A LEARJET 60 EXECUTED AN 'RA CLB' MANEUVER ON FINAL APCH WITH NO TFC IN SIGHT.
508,16000,30,THE SIT INVOLVED A RELATIVELY 'CLOSE' ENCOUNTER OR 'NMAC' BTWN 2 JET ACFT JUST S OF PVD; RI; FROM WHERE THE DC8 HAD TAKEN OFF. THE GULFSTREAM WAS APPARENTLY ESTABLISHED IN CRUISE AT 16000 FT WHILE THE DC8 WAS CLBING AT 2000 FPM. THE CLB WAS TO PASS THROUGH 16000 FT. FEW XMISSIONS WERE HEARD OVER THE ASSIGNED FREQ; BUT THE CTLR ASKED THE DC8 TO MAINTAIN VISUAL SEPARATION DURING THE CLB. THE GULFSTREAM WAS FIRST SIGHTED ON TCASII; THEN FOUND SOME 10+ MI AT 9 O'CLOCK POS. WE CONTINUED CLB AT 2000 FPM AS THE CTLR ASKED US TO; BUT THE CAPT RELUCTANTLY RESPONDED 'WE WILL MAINTAIN VISUAL IF WE ARE PARALLEL.' HAVING INADEQUATE KNOWLEDGE OF THE OTHER ACFT'S INTENTIONS (PREVIOUS CLRNCS); ONGOING POS (3-DIMENSIONALLY); IT WAS DIFFICULT AT BEST TO PREVENT A NEAR MISS AND CONTINUE CLB; AS WAS REALIZED AT THE RA (OF THE TCASII) TO WHICH WE INITIATED A MANEUVER TO AVOID TFC. NOTE: THE CAPT ACKNOWLEDGES THAT WE SHOULD NOT HAVE ACCEPTED (EVEN WITH STATED LIMITATIONS) THE REQUEST; BUT WHY ASK 2 JET ACFT AT SUCH HIGH VELOCITY TO ATTEMPT SUCH A THING? IT IS DIFFICULT ENOUGH IN AN ESTABLISHED; COORD TFC PATTERN.,dc8 flt crew clbing zbw experienc tcasii RA enrt acft AT 16000 FT after accept visual separ respons . sit involv A rel 'close ' encount OR 'nmac ' btwn 2 jet acft just S OF pvd ; RI ; where dc8 taken off . gulfstream wa appar establish IN cruis AT 16000 FT dc8 wa clbing AT 2000 fpm . clb wa TO pass through 16000 ft. few xmission heard over assign freq ; but ctlr ask dc8 TO maintain visual separ dure clb . gulfstream wa first sight ON tcasii ; then found some 10+ MI AT 9 o'clock po . WE continu clb AT 2000 fpm AS ctlr ask US TO ; but capt reluctantli respond 'we will maintain visual IF WE are parallel . ' have inadequ knowledg OF other acft 'S intent ( previou clrnc ) ; ongo po ( 3-dimension ) ; IT wa difficult AT best TO prevent A near miss continu clb ; AS wa realiz AT RA ( OF tcasii ) TO which WE initi A maneuv TO avoid tfc . note : capt acknowledg that WE should not have accept ( even state limit ) request ; but whi ask 2 jet acft AT such high veloc TO attempt such A thing ? IT IS difficult enough IN AN establish ; coord tfc pattern . ,DC8 FLT CREW CLBING WITH ZBW EXPERIENCED TCASII RA WITH ENRTE ACFT AT 16000 FT AFTER ACCEPTING VISUAL SEPARATION RESPONSIBILITY.
509,24000,30,RADAR CTLR WAS WORKING MODERATE TFC. ACR X WAS DSNDED TO FL240. RADAR CTLR DSNDED ACR Y TO FL240 AND PUT FL250 IN DATA BLOCK. ACR Y DSNDED TO FL245 WHEN RADAR CTLR VERIFIED ACR Y'S ALT. PLT SAID 'JUST LEVELING FL240.' CTLR THEN CLBED ACR Y TO FL250 TO REGAIN SEPARATION.,zbw radar associ wit operror AT fl240 when radar ctlr issu conflict alt assign . radar ctlr wa work moder tfc . acr X wa dsnded TO fl240 . radar ctlr dsnded acr Y TO fl240 put fl250 IN block . acr Y dsnded TO fl245 when radar ctlr verifi acr Y 'S alt . plt said 'just level fl240 . ' ctlr then clbed acr Y TO fl250 TO regain separ . ,ZBW RADAR ASSOCIATE WITNESSED OPERROR AT FL240 WHEN RADAR CTLR ISSUED CONFLICTING ALT ASSIGNMENTS.
